Attribute:PROVCODE,Attribute:MAINCODE,Attribute:BED,Attribute:NAME,Attribute:LON,Attribute:LAT,Attribute:TYPECODE,Attribute:TOTAL
10,13667,0,ศูนย์บริการสาธารณสุข 22 วัดปากบ่อ,13.713006,100.6316,8,
10,13668,0,ศูนย์บริการสาธารณสุข 23 สี่พระยา,13.730435,100.520318,8,
10,13669,0,ศูนย์บริการสาธารณสุข 24  บางเขน,13.849699,100.5811603,8,
10,13670,0,ศูนย์บริการสาธารณสุข 25 ห้วยขวาง,13.776942,100.579584,8,
10,13671,0,ศูนย์บริการสาธารณสุข 26 เจ้าคุณพระประยูรวงศ์,13.738218,100.495842,8,
10,13672,0,ศูนย์บริการสาธารณสุข 27 จันทร์ฉิมไพบูลย์,13.721824,100.481148,8,
10,13673,0,ศูนย์บริการสาธารณสุข 28 กรุงธนบุรี,13.759978,100.516809,8,
10,13674,0,ศูนย์บริการสาธารณสุข 29 ช่วง นุชเนตร,13.705136,100.468393,8,
10,13648,0,ศูนย์บริการสาธารณสุข 3  บางซื่อ,13.802408,100.534064,8,
10,13675,0,ศูนย์บริการสาธารณสุข 30 วัดเจ้าอาม,13.773066,100.47705,8,
10,13676,0,ศูนย์บริการสาธารณสุข 31 เอิบ - จิตร ทังสุบุตร,13.798407,100.508366,8,
10,13677,0,ศูนย์บริการสาธารณสุข 32 มาริษ ตินตมุสิก,13.68460801,100.6056623,8,
10,13678,0,ศูนย์บริการสาธารณสุข 33 วัดหงส์รัตนาราม,13.739396,100.488767,8,
10,13679,0,ศูนย์บริการสาธารณสุข 34 โพธิ์ศรี,13.696245,100.597884,8,
10,13680,0,ศูนย์บริการสาธารณสุข 35 หัวหมาก,13.759816,100.639483,8,
10,13681,0,ศูนย์บริการสาธารณสุข 36 บุคคโล,13.69588,100.486629,8,
10,13682,0,ศูนย์บริการสาธารณสุข 37  ประสงค์ -สุดสาคร,13.735727,100.637632,8,
10,13683,0,ศูนย์บริการสาธารณสุข 38 จี๊ด-ทองคำบำเพ็ญ,13.781767,100.51851,8,
10,13684,0,ศูนย์บริการสาธารณสุข 39 ราษฎร์บูรณะ,13.680937,100.50681,8,
10,13649,0,ศูนย์บริการสาธารณสุข 4  ดินแดง,13.769768,100.558022,8,
10,13685,0,ศูนย์บริการสาธารณสุข 40  บางแค,13.710468,100.400404,8,
10,13686,0,ศูนย์บริการสาธารณสุข 41 คลองเตย,13.714851,100.56988,8,
10,13687,0,ศูนย์บริการสาธารณสุข 42 ถนอม ทองสิมา,13.661331,100.435088,8,
10,13688,0,ศูนย์บริการสาธารณสุข 43  มีนบุรี,13.813337,100.730776,8,
10,21526,0,ศูนย์บริการสาธารณสุข 44 ลำผักชี หนองจอก ,13.806523,100.846708,8,
10,21755,0,ศูนย์บริการสาธารณสุข 45 ร่มเกล้า ลาดกระบัง,13.761379,100.728417,8,
10,13689,0,ศูนย์บริการสาธารณสุข 46 กันตารัติอุทิศ,13.72347,100.722011,8,
10,13690,0,ศูนย์บริการสาธารณสุข 47  คลองขวาง,13.738916,100.445792,8,
10,13691,0,ศูนย์บริการสาธารณสุข 48  นาควัชระ อุทิศ,13.697413,100.36921,8,
10,13650,0,ศูนย์บริการสาธารณสุข 5  จุฬาลงกรณ์,13.740842,100.525326,8,
10,13693,0,ศูนย์บริการสาธารณสุข 50  บึงกุ่ม,13.772852,100.655402,8,
10,13694,0,ศูนย์บริการสาธารณสุข 51 วัดไผ่ตัน,13.795378,100.548422,8,
10,13696,0,ศูนย์บริการสาธารณสุข 53  ทุ่งสองห้อง,13.85706,100.565359,8,
10,13697,0,ศูนย์บริการสาธารณสุข 54 ทัศน์เอี่ยม,13.650303,100.488595,8,
10,13698,0,ศูนย์บริการสาธารณสุข 55  เดชะสัมพันธ์,13.682491,100.548387,8,
10,13699,0,ศูนย์บริการสาธารณสุข 56 ทับเจริญ,13.840158,100.596128,8,
10,13700,0,ศูนย์บริการสาธารณสุข 57 บุญเรือง ล้ำเลิศ,13.676757,100.662601,8,
10,13701,0,ศูนย์บริการสาธารณสุข 58  ล้อม-พิมเสนฟักอุดม,13.6786459,100.4958661,8,
10,13702,0,ศูนย์บริการสาธารณสุข 59 ทุ่งครุ,13.607194,100.506475,8,
10,13651,0,ศูนย์บริการสาธารณสุข 6  สโมสรวัฒนธรรมหญิง,13.760082,100.51679,8,
10,13703,0,ศูนย์บริการสาธารณสุข 60 รสสุคนธ์ มโนชญากร,13.925403,100.580701,8,
10,13705,0,ศูนย์บริการสาธารณสุข 62 ตวงรัชฎ์ ศศะนาวิน,13.695356,100.433653,8,
10,14818,0,ศูนย์บริการสาธารณสุข 63 สมาคมแต้จิ๋วแห่งประเทศไทย,13.71233103,100.5246073,8,
10,22455,0,ศูนย์บริการสาธารณสุข 64 คลองสามวา,13.858028,100.704296,8,
10,21486,0,ศูนย์บริการสาธารณสุข 65 รักษาศุข บางบอน,13.64291113,100.3782284,8,
10,23229,0,ศูนย์บริการสาธารณสุข 67 ทวีวัฒนา,13.773149,100.35442,8,
10,23159,0,ศูนย์บริการสาธารณสุข 68 สะพานสูง,13.769388,100.686939,8,
10,13652,0,ศูนย์บริการสาธารณสุข 7  บุญมี ปุรุราชรังสรรค์,13.795047,100.466537,8,
10,13653,0,ศูนย์บริการสาธารณสุข 8  บุญรอด รุ่งเรือง,13.677664,100.615362,8,
10,13654,0,ศูนย์บริการสาธารณสุข 9  ประชาธิปไตย,13.761395,100.503902,8,
10,13655,0,ศูนย์บริการสาธารณสุข10 สุขุมวิท,13.72803673,100.572993,8,
10,13658,0,ศูนย์บริการสาธารณสุข13 ไมตรีวานิช,13.739833,100.505724,8,
10,13661,0,ศูนย์บริการสาธารณสุข16 ลุมพินี,13.727332,100.550565,8,
10,13662,0,ศูนย์บริการสาธารณสุข17ประชานิเวศน์,13.839309,100.546408,8,
10,21748,0,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,13.810506,100.594843,8,
10,12460,0,ศูนย์บริการโลหิตแห่งชาติ สภากาชาด,13.732619,100.533348,8,
10,23369,0,ศูนย์ประสานความร่วมมือ ระหว่างไทย-ออสเตรเลีย-เนเธอแลนด์เพื่อการศึกษาวิจัยทางคลินิกด้านโรคเอดส์,13.734784,100.538316,8,
10,21435,0,ศูนย์วิชาการคณะเภสัชศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,13.744044,100.530952,8,
10,12477,0,ศูนย์วิทยาศาสตร์การกีฬาคลินิกเวชกรรม,13.75689313,100.6251955,8,
10,99827,0,ศูนย์สุขภาพชุมชนซอยสวนเงิน,13.770367,100.531832,8,
10,23067,0,ศูนย์สุขภาพและบริการวิชาการสาธารณสุขและสิ่งแวดล้อมคณะสาธารณสุขศาสตร์ มหาลัยมหิดล,13.766472,100.534234,8,
10,24038,0,ศูนย์แพทย์ชุมชนธนบุรี โรงพยาบาลบ้านแพ้ว (องค์การมหาชน),13.70961,100.48759,8,
10,14174,0,ศูนย์แรกรับเด็กและเยาวชนบ้านเมตตา,13.890758,100.56727,8,
10,23923,2995,สถานพยาบาลกรมแพทย์ทหารบก,13.760098,100.535759,8,
10,11559,30,สถานพยาบาลชินเขตงามวงศ์วาน,13.854561,100.552473,7,
10,11466,3,สถานพยาบาลทัณฑสถานหญิงกลาง,13.84442,100.5569,8,
10,12484,0,สถานพยาบาลธนาคารกรุงไทย,13.743106,100.553032,8,
10,12474,0,สถานพยาบาลธนาคารแห่งประเทศไทย,13.767231,100.499957,8,
10,11734,10,สถานพยาบาลบางปะกอก 2  บางบอน,13.676171,100.429566,7,
10,40754,10,สถานพยาบาลบางปะกอก9เวชกรรมทั่วไป,13.681599,100.474712,7,
10,23931,60,สถานพยาบาลผู้ป่วยเรื้อรังวิชัยยุทธ,13.780892,100.532786,7,
10,24793,30,สถานพยาบาลผู้ป่วยเรื้อรังเดอะซีเนียร์ 3,13.827403,100.574568,7,
10,23957,10,สถานพยาบาลพระราม 3,13.68996,100.509034,7,
10,22340,29,สถานพยาบาลภัสรพิบาลเนอสซิ่งโฮม,13.794596,100.60718,7,
10,11614,26,สถานพยาบาลรัชดา-ท่าพระ,13.717253,100.477719,7,
10,14578,40,สถานพยาบาลศุขเวชเนอสซิ่งโฮม (ราม 21),13.758082,100.60951,7,
10,11711,30,สถานพยาบาลศูนย์มะเร็งกรุงเทพ,13.778819,100.542853,7,
10,11681,,สถานพยาบาลสุทธิสาร,13.79032,100.562397,7,
10,12491,0,สถานพยาบาลอง์การเภสัชกรรม,13.766491,100.528684,8,
10,11571,20,สถานพยาบาลเจตนิน,13.747281,100.544394,7,
10,24686,3,สถานพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,13.740938,100.427729,7,
10,11689,400,สถานพยาบาลเดอะซีเนียร์,13.809286,100.569192,7,
10,11467,50,สถานพยาบาลเรือนจำพิเศษกรุงเทพมหานคร,13.85086,100.55067,8,
10,22740,10,สถานพยาบาลเรือนจำพิเศษมีนบุรี,13.81889,100.733482,8,
10,22341,,สถานพยาบาลเวชกรรมกรุงเทพอินเตอร์เนชั่นแนล,13.748637,100.582907,7,
10,12489,0,สถานพยาบาลไปรษณีย์ไทย,13.88163637,100.5714575,8,
10,14947,0,สถานีกาชาดที่ 2 สุขุมาลอนามัย,13.751826,100.497297,8,
10,12463,0,สถานีกาชาดที่11 วิเศษนิยม,13.712453,100.435658,8,
10,12461,0,สถานเสาวภา สภากาชาดไทย,13.73234,100.532594,8,
10,12244,500,สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา,13.7311,100.50486,6,
10,12439,149,สถาบันประสาทวิทยา,13.7689,100.52723,6,
10,12248,0,สถาบันพยาธิวิทยา,13.765209,100.53552,8,
10,12250,200,สถาบันมะเร็งแห่งชาติ,13.76753,100.52754,6,
10,12246,300,สถาบันราชานุกูล,13.76185,100.55519,6,
10,24085,24,สถาบันวิจัยการแพทย์แผนไทย,13.749773,100.515546,6,
10,12450,0,สถาบันวิจัยวิทยาศาสตร์การแพทย์ท จุฬาลงกรณ์มหาวิทยาลัย,13.743455,100.531701,9,
10,14955,0,สถาบันสุขภาพจิตเด็กและวัยรุ่นราชนครินทร์,13.76611,100.52791,8,
10,12438,456,สถาบันสุขภาพเด็กแห่งชาติมหาราชินี,13.76573,100.53518,6,
10,14965,0,สถาบันเวชศาสตร์การบินกองทัพอากาศ,13.91049067,100.6178355,8,
10,12249,10,สถาบันโรคผิวหนัง,13.76568052,100.5357841,6,
10,40865,6,สายหยุดโรงพยาบาลทั่วไปขนาดเล็ก,13.52564,100.36274,7,
10,21436,0,สำนักการแพทย์ กรุงเทพมหานคร,13.746555,100.508637,9,
10,22155,0,สำนักงานคณะกรรมการส่งเสริมสวัสดิการครู( สกสค.),13.766371,100.507376,9,
10,14953,44,สำนักงานบรรเทาทุกข์และประชานามัยพิทักษ์,13.7324,100.53266,8,
10,14189,0,สำนักงานป้องกันควบคุมโรคที่1กรุงเทพ,13.872226,100.596012,8,
10,12394,0,สำนักงานแพทย์ กรมทางหลวง,13.76118657,100.5238724,8,
10,22536,0,สำนักงานแพทย์ทหาร  สำนักผู้บัญชาการทหารสูงสุด,13.83038132,100.5319834,8,
10,12459,0,สำนักงานแพทย์สำนักงานสลากกินแบ่งรัฐบาล,13.88112497,100.5050325,8,
10,12499,0,สำนักอนามัยกรุงเทพมหานคร,13.770742,100.553961,9,
10,12488,0,สำนักแพทย์ การท่าอากาศยานไทยจำกัด,13.927148,100.603581,8,
10,11533,0,สำนักแพทย์และอนามัยการท่าเรือแห่งประเทศไทย,13.71507,100.566035,8,
10,12485,0,ส่วนการแพทย์ การปิโตรเลี่ยมแห่งประเทศ,13.816645,100.558223,8,
10,23766,0,หน่วยปฏิบัติการบริการวิทยาศาสตร์สุขภาพ คณะสหเวชศาสตร์ จุฬาลงการมหาวิทยาลัย,13.744127,100.528591,8,
10,23880,0,หน่วยไตเทียมมูลนิธิโรคไตแห่งประเทศไทย ณ ตึกกัลยาณิวัฒนา โรงพยาบาลสงค์,13.76177,100.526787,8,
10,24648,0,ห้องปฎิบัติการทุนวิจัยวัณโรคดื้อยาศิริราชมูลนิธิในพระอุปถัมภ์สมเด็จพระเจ้าพี่นางเธอเจ้าฟ้ากัลยาณิวัฒนาฯ,13.7583479,100.4851842,9,
10,12482,0,องค์การขนส่งมวลชนกรุงเทพ,13.765639,100.573155,8,
10,15117,0,เรือนจำกลางคลองเปรม,13.845268,100.551397,8,
10,15120,50,เรือนจำพิเศษธนบุรี,13.64711,100.38611,8,
10,22538,0,แผนกพยาบาล กอง 11 ศูนย์รักษาความปลอดภัย กองบัญชาการทหารสูงสุด,13.866088,100.612173,8,
10,14967,0,แผนกแพทย์ กรมช่างอากาศ,13.793796,100.531637,8,
10,14968,0,แผนกแพทย์โรงเรียนนายเรืออากาศ,13.92003,100.625428,8,
10,24560,0,โครงการบริการด้านการแพทย์แผนไทยประยุกต์-ศิริราช,13.757748,100.485333,8,
10,12451,0,โรงงานเภสัชกรรมทหาร ฯ,13.708923,100.587969,8,
10,11546,76,โรงพยาบาล บี เอ็น เอช,13.725213,100.534661,7,
10,14572,136,โรงพยาบาล บี. แคร์ เมดิคอลเซ็นเตอร์,13.943922,100.624487,7,
10,11630,263,โรงพยาบาลกรุงเทพ,13.748454,100.58322,7,
10,11548,198,โรงพยาบาลกรุงเทพคริสเตียน,13.748159,100.515114,7,
10,40856,31,โรงพยาบาลกรุงเทพไชน่าทาวน์,13.737255,100.513003,7,
10,11537,475,โรงพยาบาลกลาง,13.74635,100.50932,62,
10,11583,160,โรงพยาบาลกล้วยน้ำไท,13.714175,100.587807,7,
10,11581,90,โรงพยาบาลกล้วยน้ำไท 2,13.677064,100.606915,7,
10,11575,30,โรงพยาบาลกว๋องสิวมูลนิธิ,13.741397,100.510743,7,
10,14908,100,โรงพยาบาลการุญเวช สุขาภิบาล3,13.775296,100.6738615,7,
10,23930,,โรงพยาบาลการแพทย์วิชัยยุทธ,13.77999,100.532012,7,
10,77665,0,โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน,13.74934,100.51693,6,
10,11531,80,โรงพยาบาลการไฟฟ้านครหลวง,13.78695,100.50987,62,
10,15199,40,โรงพยาบาลคณะทันตแพทย์ศาสตร์ จุฬ่าลงกรณ์มหาวิทยาลัย,13.7418,100.5345,62,
10,11626,30,โรงพยาบาลคลองตัน,13.74197,100.594791,7,
10,11697,120,โรงพยาบาลคามิลเลียน,13.739273,100.58412,7,
10,11694,12,โรงพยาบาลจักษุรัตนิน,13.746188,100.562834,7,
10,22737,89,โรงพยาบาลจุฬาภรณ์,13.87854,100.57684,62,
10,13756,148,โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย,13.73070874,100.5363607,62,
10,11677,30,โรงพยาบาลตา หู คอ จมูก,13.78755,100.470633,7,
10,11539,473,โรงพยาบาลตากสิน,13.73074,100.50798,62,
10,14173,577,โรงพยาบาลตำรวจ,13.74336,100.53941,62,
10,11477,0,โรงพยาบาลทหารผ่านศึก,13.772149,100.551893,62,
10,11479,40,โรงพยาบาลทหารเรือกรุงเทพ,13.712891,100.486039,62,
10,11706,15,โรงพยาบาลทั่วไปขนาดเล็กบางขุนเทียน 1,13.681603,100.46533,7,
10,11645,400,โรงพยาบาลธนบุรี,13.752506,100.479549,7,
10,11640,95,โรงพยาบาลธนบุรี 2,13.783447,100.400851,7,
10,11648,59,โรงพยาบาลนครธน,13.660778,100.469444,7,
10,11470,518,โรงพยาบาลนพรัตนราชธานี,13.81546,100.68731,6,
10,11728,,โรงพยาบาลนวศรีเนอสซิ่งโฮม,13.653904,100.645746,7,
10,23762,0,โรงพยาบาลนวุติสมเด็จย่า,13.784241,100.546113,62,
10,11637,,โรงพยาบาลนันอา,13.731594,100.495016,7,
10,23780,32,โรงพยาบาลนารมย์,13.66485,100.60239,7,
10,11592,101,โรงพยาบาลบางนา1,13.66703,100.63556,7,
10,11670,120,โรงพยาบาลบางปะกอก  1,13.67925,100.498901,7,
10,15147,112,โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่,13.663365,100.40684,7,
10,21339,150,โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,13.681548,100.474611,7,
10,11708,203,โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่,13.67201,100.456414,7,
10,11686,100,โรงพยาบาลบางโพ,13.806555,100.523519,7,
10,11621,70,โรงพยาบาลบางไผ่,13.724866,100.465404,7,
10,11699,580,โรงพยาบาลบำรุงราษฎร์,13.74622,100.552445,7,
10,11534,120,โรงพยาบาลบุรฉัตรไชยากร (รถไฟ),13.75209939,100.551703,62,
10,22614,54,โรงพยาบาลบ้านแพ้ว สาขาพร้อมมิตร,13.733278,100.573631,8,
10,11667,100,โรงพยาบาลประชาพัฒน์,13.677725,100.498623,7,
10,23560,50,โรงพยาบาลประสานมิตร,13.78498,100.54611,62,
10,11632,150,โรงพยาบาลปิยะเวท,13.75379,100.579937,7,
10,28846,10,โรงพยาบาลผิวหนัง อโศกสาขาปิ่นเกล้า,13.782105,100.473186,7,
10,23956,9,โรงพยาบาลผิวหนังอโศก,13.7507,100.56406,7,
10,25060,0,โรงพยาบาลผู้สูงอายุบางขุนเทียน,13.57378,100.42366,62,
10,11715,164,โรงพยาบาลพญาไท 1,13.756649,100.539434,7,
10,11609,260,โรงพยาบาลพญาไท 2,13.76968984,100.5406255,7,
10,14574,230,โรงพยาบาลพญาไท 3,13.72325934,100.4636105,7,
10,24037,100,โรงพยาบาลพญาไท นวมินทร์,13.814744,100.66761,7,
10,11481,953,โรงพยาบาลพระมงกุฎเกล้า,13.76728,100.53434,62,
10,11647,109,โรงพยาบาลพระราม 2,13.651355,100.421994,7,
10,11628,122,โรงพยาบาลพระราม 9,13.753423,100.57078,7,
10,11482,674,โรงพยาบาลภูมิพลอดุลยเดช,13.90964,100.61719,62,
10,11722,314,โรงพยาบาลมงกุฏวัฒนะ,13.893443,100.56167,7,
10,11543,150,โรงพยาบาลมิชชั่น,13.758166,100.519377,7,
10,11552,132,โรงพยาบาลมเหสักข์,13.72526046,100.5194306,7,
10,11676,400,โรงพยาบาลยันฮี,13.799749,100.511738,7,
10,11597,0,โรงพยาบาลรักษาโรคเฉพาะทางสถาบันกัลยาณ์ราชนครินทร์,13.76287474,100.3309572,6,
10,14641,151,โรงพยาบาลราชพิพัฒน์,13.73042,100.36689,62,
10,11472,1099,โรงพยาบาลราชวิถี,13.76403,100.53598,6,
10,11565,486,โรงพยาบาลรามคำแหง,13.761503,100.636277,7,
10,13781,920,โรงพยาบาลรามาธิบดี  มหาวิทยาลัยมหิดล,13.76602,100.52691,62,
10,11669,104,โรงพยาบาลราษฎร์บูรณะ,13.678244,100.502343,7,
10,11538,60,โรงพยาบาลลาดกระบังกรุงเทพมหานคร,13.72254,100.7841,62,
10,11729,,โรงพยาบาลลาดพร้าว,13.77853667,100.6235486,7,
10,22342,48,โรงพยาบาลวัฒโนสถ,13.748628,100.582824,7,
10,11714,,โรงพยาบาลวิชัยยุทธ,13.780134,100.53206,7,
10,11661,198,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,13.707313,100.360677,7,
10,14577,150,โรงพยาบาลวิภาราม,13.735062,100.64472,7,
10,11691,250,โรงพยาบาลวิภาวดี,13.846739,100.562921,7,
10,11641,53,โรงพยาบาลศรีวิชัย,13.75588228,100.4695737,7,
10,11582,258,โรงพยาบาลศิครินทร์,13.653877,100.645745,7,
10,13814,1792,โรงพยาบาลศิริราช,13.75888,100.48511,62,
10,24748,345,โรงพยาบาลศิริราช ปิยมหาราชการุณย์,13.760207,100.485978,62,
10,11471,279,โรงพยาบาลสงฆ์,13.76199,100.52654,6,
10,24923,128,โรงพยาบาลสถาบันโรคไตภูมิราชนครินทร์,13.75936812,100.534907,7,
10,11811,257,โรงพยาบาลสมิติเวช,13.734755,100.576859,7,
10,11616,150,โรงพยาบาลสมิติเวชธนบุรี,13.713804,100.489181,7,
10,11704,130,โรงพยาบาลสมิติเวชศรีนครินทร์,13.748364,100.638442,7,
10,11478,382,โรงพยาบาลสมเด็จพระปิ่นเกล้า,13.71017,100.48741,62,
10,21673,100,โรงพยาบาลสายไหม,13.923977,100.68383,7,
10,15260,287,โรงพยาบาลสินแพทย์,13.834382,100.665941,7,
10,15049,246,โรงพยาบาลสิรินธร,13.7174,100.70678,62,
10,11668,100,โรงพยาบาลสุขสวัสดิ์,13.676064,100.501192,7,
10,11591,80,โรงพยาบาลสุขุมวิท,13.71904077,100.5874085,7,
10,12243,10,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 13,13.87232,100.59669,6,
10,11540,120,โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ,13.65671,100.34528,62,
10,11750,338,โรงพยาบาลหัวเฉียว,13.737649,100.511607,7,
10,21597,,โรงพยาบาลหัวใจกรุงเทพ,13.748164,100.583237,7,
10,11656,317,โรงพยาบาลเกษมราษฎร์ บางแค,13.710174,100.398788,7,
10,11687,373,โรงพยาบาลเกษมราษฎร์ประชาชื่น,13.831596,100.539121,7,
10,11541,330,โรงพยาบาลเจริญกรุงประชารักษ์,13.70037,100.50039,62,
10,11644,200,โรงพยาบาลเจ้าพระยา,13.780826,100.470598,7,
10,28847,31,โรงพยาบาลเฉพาะทางศัลยกรรมตกแต่งกมล,13.773179,100.612023,7,
10,11600,0,โรงพยาบาลเซนต์หลุยส์,13.718763,100.525235,7,
10,11558,200,โรงพยาบาลเซ็นทรัลเยอเนอรัล,13.889432,100.605898,7,
10,11606,,โรงพยาบาลเดชา,13.756989,100.535682,7,
10,22339,59,โรงพยาบาลเดอะซีเนียน์ สาขารัชดาภิเษก,13.82744,100.57455,7,
10,11723,59,โรงพยาบาลเด็กสินแพทย์,13.834158,100.66539,7,
10,11720,51,โรงพยาบาลเทพธารินทร์,13.714334,100.57713,7,
10,11603,,โรงพยาบาลเทียนฟ้ามูลนิธิ,13.738107,100.512072,7,
10,11607,149,โรงพยาบาลเปาโลเมโมเรียล,13.791847,100.548284,7,
10,11721,169,โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4,13.80188,100.59617,7,
10,25015,92,โรงพยาบาลเพชรเกษม 2,13.71084835,100.4198134,7,
10,11629,148,โรงพยาบาลเพชรเวช,13.742667,100.594712,7,
10,11560,123,โรงพยาบาลเมโย,13.835407,100.574167,7,
10,11615,31,โรงพยาบาลเยาวรักษ์,13.720352,100.474955,7,
10,11469,471,โรงพยาบาลเลิดสิน,13.72224,100.51745,6,
10,11536,90,โรงพยาบาลเวชการุณย์รัศมิ์,13.85684,100.85897,62,
10,11564,174,โรงพยาบาลเวชธานี,13.771583,100.63606,7,
10,13757,250,โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล,13.76656,100.53385,62,
10,23783,141,โรงพยาบาลเสรีรักษ์,13.81142,100.7171,7,
10,11703,109,โรงพยาบาลแพทย์ปัญญา,13.74383,100.607647,7,
10,11532,120,โรงพยาบาลโรงงานยาสูบ,13.72472,100.55386,62,
10,11730,190,โรงพยาบาลไทยนครินทร์,13.667774,100.638327,7,
11,24559,0,รพ.สต.คลองกระออม,13.58331836,100.500505,3,
